CAR_ID,FAILURE_TYPE,ENGINE_RUN_TIME,ENGINE_RPM,VEHICLE_SPEED,THROTTLE,ENGINE_LOAD,COOLANT_TEMPERATURE,LONG_TERM_FUEL_TRIM_BANK_1,SHORT_TERM_FUEL_TRIM_BANK_1,INTAKE_MANIFOLD_PRESSURE,FUEL_TANK,ABSOLUTE_THROTTLE_B,PEDAL_D,PEDAL_E,COMMANDED_THROTTLE_ACTUATOR,FUEL_AIR_COMMANDED_EQUIV_RATIO,ABSOLUTE_BAROMETRIC_PRESSURE,RELATIVE_THROTTLE_POSITION,INTAKE_AIR_TEMP,TIMING_ADVANCE,CATALYST_TEMPERATURE_BANK1_SENSOR1,CATALYST_TEMPERATURE_BANK1_SENSOR2,CONTROL_MODULE_VOLTAGE,COMMANDED_EVAPORATIVE_PURGE
0AF90997,Alternator Failure,3367.5,1379.5,45.8,23.275,37.452,69.5,2.59268,-3.28776,77.926,65.21,51.609,18.635,37.66,6.999,0.997,100.0,0.0,45.1,5.805,392.668,290.974,11.623,14.466
E93CB03F,O2 Sensor Failure,6389.5,1112.7,43.7,20.706,44.395,81.7,19.6656,42.71044,45.154,62.42,52.209,16.078,40.449,21.244,0.877,100.0,4.542,34.1,9.994,478.371,411.585,14.102,0.0
F5C28F75,Engine Overheating,5604.9,1139.5,16.9,19.511,51.104,116.2,2.0022,1.90602,26.273,50.098,49.307,19.995,32.44,19.949,1.168,100.0,6.814,45.2,1.25,544.919,380.837,13.416,20.484
091057C4,Crankshaft Position Sensor Failure,6953.4,57.0,5.3,19.828,7.796,-6.7,-0.84537,20.00583,70.429,47.072,51.993,19.188,37.629,21.674,0.703,100.41,0.0,27.9,479.507,361.854,426.993,1.835,56.9
C656F86F,Catalytic Converter Failure,1634.8,1508.9,1.1,22.214,32.917,91.0,3.89175,-1.43134,46.974,56.934,50.793,21.72,36.66,18.121,0.986,100.626,3.015,51.2,8.068,410.197,373.545,13.463,36.517
5A3A2EFE,Catalytic Converter Failure,5450.5,2165.5,15.3,23.18,46.869,91.0,0.16925,-10.0,38.227,55.754,51.108,17.655,38.393,24.396,1.021,100.0,0.0,53.2,23.825,381.32,358.671,14.225,7.676
A064EAC9,Alternator Failure,5341.8,1482.4,0.0,29.707,33.557,67.3,1.48144,8.38759,23.403,26.878,47.059,18.718,33.924,28.769,1.007,100.0,1.058,47.5,13.152,508.578,339.214,11.779,0.0
968EE8E2,MAP Sensor Failure,105.2,2098.6,5.6,17.148,82.069,61.6,-7.38397,-19.39271,100.325,48.003,48.926,16.078,39.539,22.002,0.989,100.0,2.293,34.8,4.693,519.063,416.174,13.895,88.535
DB0426BD,Catalytic Converter Failure,5616.9,1251.5,21.4,20.623,43.002,91.0,2.66068,-2.5314,39.855,21.648,47.059,19.605,31.765,25.056,0.99,100.762,0.0,42.8,20.594,509.185,464.149,14.085,14.778
859BF148,Engine Overheating,5457.9,1308.4,51.5,16.745,30.271,138.2,1.21198,-1.58935,35.659,55.712,50.374,16.078,33.995,13.487,1.108,101.079,3.472,41.0,0.211,595.899,416.522,13.774,37.411
EDC3929D,Alternator Failure,2655.1,560.6,27.7,16.159,53.451,86.4,3.16794,9.2407,45.502,33.658,54.223,29.294,39.57,32.506,1.007,101.384,2.24,45.5,17.248,422.536,260.117,11.737,22.93
4D4E9C7F,Throttle Body Fault,5642.9,1091.4,25.0,55.798,31.072,73.8,4.48326,10.27784,66.597,38.643,19.091,18.622,36.847,25.564,0.994,100.0,2.035,45.6,-1.823,644.9,171.995,13.388,31.75
846E21EE,MAP Sensor Failure,6473.5,988.7,40.0,25.724,80.353,91.0,-7.71246,-10.5593,99.822,48.562,47.059,22.09,34.867,24.101,0.989,100.0,6.815,43.8,19.82,431.577,507.947,13.793,0.0
55AF70C2,O2 Sensor Failure,3228.1,1524.7,0.0,19.0,56.59,91.0,14.4204,36.44002,57.242,57.307,48.02,18.603,37.053,15.887,0.908,100.185,0.576,37.0,2.184,304.913,460.008,13.444,2.493
5B17A23F,Alternator Failure,1351.6,1616.8,17.1,27.05,38.103,72.8,3.61219,-10.08769,27.241,28.799,49.835,16.078,38.979,22.055,1.001,101.015,0.81,36.8,7.895,407.745,457.285,10.848,25.471
D4BB3F9F,Throttle Body Fault,6796.2,1494.0,20.1,0.0,52.581,91.0,1.18561,-0.71268,36.538,71.134,80.816,16.078,34.886,29.633,0.994,101.397,0.0,32.0,28.405,644.9,343.317,13.747,0.0
B184C089,O2 Sensor Failure,6378.8,897.3,0.0,21.557,59.162,64.7,10.4361,44.1572,51.096,27.226,50.943,24.011,32.677,20.105,0.844,101.591,3.581,50.6,-7.612,463.547,362.194,13.806,26.433
847C5A92,Transmission Slip,3990.3,3231.0,22.4,22.613,90.064,64.6,1.42692,-3.81274,36.607,54.701,51.68,24.214,37.583,20.319,0.96,100.0,1.001,43.7,-1.601,423.621,376.69,13.746,82.4
7E5EDEDB,EVAP System Fault,2527.3,2304.7,17.1,19.759,38.297,44.2,6.55822,-2.4542,41.696,55.941,49.73,16.078,32.116,17.081,1.008,100.0,2.16,35.9,12.029,492.911,297.28,13.328,0.0
8A3CDA19,Catalytic Converter Failure,307.5,653.6,25.1,21.207,46.297,80.7,0.80786,-1.22212,45.008,54.774,53.405,23.217,33.072,16.889,1.009,101.126,4.823,41.7,2.43,584.999,517.912,13.964,94.627
82FC3AB8,MAP Sensor Failure,447.5,999.8,34.9,18.51,94.065,53.2,1.19973,18.72005,93.425,52.315,49.874,19.169,31.765,15.565,1.002,101.495,2.104,41.1,32.842,556.251,341.074,13.624,1.289
C34ABA6D,Catalytic Converter Failure,921.8,828.6,18.7,20.516,56.17,67.6,-1.5625,2.14676,37.845,59.489,53.002,19.881,31.765,19.722,1.021,101.403,0.0,55.0,13.812,496.889,442.212,13.946,11.38
EB6C5905,Throttle Body Fault,1669.7,1746.6,29.1,45.978,59.839,73.2,0.70014,-1.41123,46.713,51.171,27.357,24.13,31.765,4.88,0.993,100.588,4.517,39.3,26.063,472.079,476.405,13.78,24.827
7F03874D,Catalytic Converter Failure,4875.7,1291.4,48.2,19.509,32.71,91.0,1.81356,4.31119,39.515,53.079,53.758,21.728,32.725,17.93,0.984,100.859,0.016,36.4,14.352,525.795,477.156,14.243,54.677
A8D608EF,Catalytic Converter Failure,3972.1,1246.3,23.8,16.7,36.29,83.5,-0.6615,1.43892,54.902,49.646,47.059,20.385,35.98,16.587,1.012,100.52,4.521,39.3,9.607,537.561,488.287,13.782,62.863
327237F9,O2 Sensor Failure,6578.4,1182.2,28.1,19.261,56.422,91.0,11.61434,20.35551,18.0,53.364,53.017,32.26,34.306,19.471,0.855,101.55,3.417,49.3,17.749,547.375,376.623,13.712,32.344
FF693229,EVAP System Fault,698.3,1467.9,12.6,16.967,25.513,72.0,3.36897,-3.85594,45.265,69.224,54.7,16.078,37.144,23.187,0.997,100.0,5.938,48.1,16.99,440.44,367.049,14.038,0.0
BA35C7F6,Crankshaft Position Sensor Failure,661.1,13.5,12.0,21.358,11.826,0.4,3.3832,70.02351,42.703,47.987,47.872,22.992,38.818,23.682,1.039,101.617,1.12,42.5,585.042,501.765,209.626,50.279,21.248
3C2F3E9F,Engine Overheating,7154.4,1117.6,27.2,20.206,14.509,133.0,0.79575,-2.31449,46.705,42.372,57.996,17.457,33.334,23.356,1.102,100.454,0.0,37.9,-5.46,555.511,388.251,13.956,60.927
09CD3517,Throttle Body Fault,761.4,1462.1,46.1,51.581,15.01,67.8,0.40594,-3.17294,18.0,48.262,22.242,16.078,36.906,14.764,1.014,100.0,3.46,43.0,0.279,589.288,434.239,14.12,13.522
EEDCFE03,Catalytic Converter Failure,4952.2,1395.6,21.3,13.333,36.666,78.6,1.15661,-6.87039,38.651,44.913,49.634,17.763,41.079,19.708,1.011,101.485,4.947,43.7,10.071,452.217,432.809,13.542,56.427
2AAB8529,EVAP System Fault,1670.0,1337.5,32.6,22.41,25.597,80.5,7.83848,-15.5261,26.901,63.388,50.173,19.196,32.864,23.017,1.0,100.917,5.459,44.7,17.295,393.923,522.4,13.237,0.0
AF81F894,Crankshaft Position Sensor Failure,605.6,50.1,27.5,15.967,22.645,-3.9,2.76156,91.60162,38.5,61.826,53.536,23.947,39.811,16.023,1.077,100.0,0.0,38.1,479.448,515.619,425.202,90.899,10.167
8B5FE632,Throttle Body Fault,6878.6,2105.3,28.3,54.334,12.964,88.0,1.32815,11.79232,33.691,47.14,30.47,26.172,39.625,38.35,0.99,100.0,0.0,34.3,4.504,644.9,175.013,13.773,6.803
1FCF45B8,Healthy,210.5,1123.6,2.0,18.389,39.911,90.7,2.97634,-0.16234,48.109,64.497,50.576,18.615,35.116,18.287,0.995,100.483,2.186,40.3,2.826,403.964,396.218,13.865,0.0
93F103AB,EVAP System Fault,5945.8,1368.3,67.0,22.328,20.508,88.2,5.34226,-12.44645,18.0,60.622,60.968,18.395,39.57,17.422,1.028,101.37,2.599,34.3,11.441,439.735,441.905,13.428,0.0
BAF48377,Transmission Slip,2227.9,3228.1,47.4,18.968,97.37,60.5,-0.94196,-4.30229,59.137,48.774,53.704,23.679,33.921,14.65,0.938,100.0,2.204,38.5,0.798,455.085,294.817,13.923,44.757
D04262D8,Throttle Body Fault,1336.2,964.8,2.4,35.996,23.241,91.0,2.68801,-16.41808,49.714,37.022,39.603,24.716,41.96,6.559,1.023,100.091,0.222,37.3,-1.354,439.729,248.712,13.764,0.0
D78A4AB0,Crankshaft Position Sensor Failure,3187.3,70.2,38.7,17.908,29.46,-3.4,1.06078,40.66286,21.88,48.84,47.059,19.461,36.143,15.808,1.245,100.0,0.0,46.3,455.884,537.977,434.216,36.306,17.502
E622F8EC,Catalytic Converter Failure,4111.0,1044.3,29.2,18.069,18.086,88.0,1.43079,-7.89128,80.612,64.739,50.831,19.703,36.754,22.616,0.998,100.653,0.0,41.5,29.449,495.796,453.357,13.332,15.186
252FDADA,Alternator Failure,2792.8,1587.9,21.0,31.208,60.171,91.0,-1.32979,-5.58462,49.326,63.068,47.266,21.298,34.886,17.97,0.986,100.312,3.016,32.6,4.66,440.103,343.079,10.919,92.809
9DB573F9,EVAP System Fault,2516.2,1068.3,36.6,19.515,36.432,74.1,5.49563,7.90722,18.0,63.842,48.914,20.7,37.499,14.089,1.005,101.416,0.0,45.8,2.647,403.894,345.489,13.559,0.0
AFA42D88,MAP Sensor Failure,6984.4,1645.3,5.8,21.025,77.189,91.0,-1.28566,23.68588,31.491,42.514,54.211,21.24,37.552,22.115,1.007,101.335,4.714,44.5,6.632,580.096,398.868,14.121,33.693
C9E750A3,Engine Overheating,5398.2,485.4,30.6,16.68,49.145,133.2,0.08539,-2.5061,44.325,37.745,53.728,21.98,35.996,20.839,1.055,100.074,1.273,41.8,-5.966,567.776,396.836,14.084,9.808
3AAD4BDD,Thermostat Stuck Open,212.7,1148.7,0.0,24.238,24.651,45.0,-9.6693,-5.74268,40.489,64.215,53.742,16.447,35.462,19.748,1.081,101.408,3.705,46.9,-0.934,397.193,273.058,13.996,32.221
A6414D42,EVAP System Fault,5494.9,858.0,5.3,20.674,64.005,86.9,5.5766,-21.55888,47.444,28.963,54.035,24.581,37.097,13.333,0.994,100.0,5.055,43.7,-6.631,349.214,320.648,13.981,0.0
0A75D1FE,O2 Sensor Failure,4511.8,80.4,62.3,18.696,32.934,91.0,12.72855,24.47513,27.73,34.933,51.555,19.689,37.382,16.818,0.91,100.0,4.37,41.6,-6.792,587.856,383.549,14.154,34.682
FABBDAD0,Catalytic Converter Failure,2392.2,1237.8,17.7,20.915,34.908,91.0,-0.23103,-3.24798,25.103,18.948,59.174,23.133,36.222,15.437,1.002,100.367,2.118,41.5,3.342,467.172,425.004,13.935,26.914
7B88C188,Engine Overheating,444.0,1207.9,0.0,14.319,49.495,117.5,-1.5625,0.84095,64.778,51.234,51.403,16.565,40.578,18.96,1.102,100.0,0.906,35.2,-0.811,536.704,375.086,14.047,0.0
C0A955FA,Crankshaft Position Sensor Failure,611.6,49.3,55.9,16.334,0.829,-0.4,-0.49778,42.20684,25.149,64.208,54.934,26.592,37.555,18.115,1.02,100.809,0.0,38.3,309.407,549.781,318.769,85.255,0.0
5624B848,EVAP System Fault,3763.2,1041.3,40.1,16.411,30.61,53.7,4.78778,-11.48745,53.901,81.568,48.629,17.778,37.569,21.488,1.013,100.564,3.223,40.0,1.261,554.371,392.063,13.524,0.0
40B870E6,MAP Sensor Failure,1952.9,1859.5,27.0,19.076,10.276,66.0,12.24304,23.56981,16.572,39.411,51.69,16.554,43.29,23.531,1.007,100.0,3.417,44.0,13.841,529.395,522.4,13.885,19.57
A9934267,Transmission Slip,5125.9,3849.5,0.0,15.95,92.396,91.0,2.35715,-1.2743,43.207,58.705,57.607,22.118,31.765,16.21,0.971,100.75,2.702,29.3,2.953,538.9,269.145,13.29,45.177
B368A84A,Throttle Body Fault,5728.4,1281.9,47.5,46.913,34.091,84.2,2.61278,16.35143,35.662,39.555,36.472,22.674,33.199,34.543,0.989,101.083,1.389,45.2,3.764,335.708,347.183,14.153,67.679
49EF28D5,MAP Sensor Failure,2597.4,1173.8,25.3,19.547,80.117,67.7,-9.36101,-11.65543,100.942,30.407,48.548,17.579,34.129,15.878,1.012,100.208,0.0,38.8,29.63,309.114,282.095,13.883,31.53
C4312169,Catalytic Converter Failure,1060.4,861.9,5.0,21.623,51.498,60.8,0.87634,1.77962,43.297,52.685,60.656,23.587,31.765,18.569,1.006,100.542,0.0,44.9,24.605,462.102,411.581,13.618,31.474
D2E9CDDD,MAP Sensor Failure,2311.8,800.9,0.0,22.011,97.656,73.8,-13.58147,-10.01513,102.247,18.815,47.059,17.561,40.302,17.263,0.994,101.797,0.0,43.1,26.46,565.529,511.727,13.671,0.0
D9974CCE,Alternator Failure,1288.3,1840.4,32.8,25.563,6.744,53.4,1.0658,-12.59305,53.445,31.219,50.841,25.066,35.061,23.404,0.979,100.0,0.33,45.2,18.777,589.752,194.841,12.341,0.0
48616D6B,Thermostat Stuck Open,5741.1,1347.9,44.5,20.896,12.942,52.9,-7.84688,-11.53165,25.425,30.254,47.318,16.078,31.824,20.077,1.067,101.013,3.478,36.6,11.514,422.86,292.308,14.201,51.354
7149BC26,MAP Sensor Failure,2756.2,1497.2,13.4,17.081,10.849,79.9,14.40635,10.03093,19.029,62.112,49.992,16.078,36.747,19.449,1.015,100.0,2.563,45.8,34.0,445.885,410.132,13.655,29.457
821D5655,Transmission Slip,4801.3,3498.2,33.6,22.344,95.292,62.8,1.38918,-4.98057,52.309,33.579,53.231,16.737,43.681,18.869,0.954,101.535,2.498,55.0,-9.933,644.9,323.1,13.821,0.0
435FB5D3,MAP Sensor Failure,2808.8,993.4,31.4,16.875,85.956,78.1,-7.89627,-10.69394,104.99,48.816,55.354,24.486,31.765,24.579,0.986,101.806,1.105,53.6,12.263,549.144,332.82,13.698,28.971
8522CEF8,O2 Sensor Failure,4262.1,932.9,15.8,23.909,14.347,80.5,12.06072,41.79934,79.982,62.37,52.299,21.529,36.38,21.156,0.857,101.095,5.195,42.6,2.656,640.466,266.726,13.765,0.0
0682F167,MAP Sensor Failure,3428.1,973.0,42.1,13.333,10.846,45.7,12.55626,20.74973,17.637,59.673,53.736,19.278,31.765,20.49,1.005,101.861,1.365,35.8,-1.942,498.906,360.487,13.83,57.017
16A95DD3,Transmission Slip,5473.3,2677.8,11.8,20.685,96.949,85.7,-0.93811,-5.17491,46.214,53.036,48.045,20.231,33.825,20.64,0.953,100.0,1.799,51.6,18.398,402.374,522.4,13.595,38.115
92A6CD2D,Catalytic Converter Failure,6613.1,866.7,39.7,21.82,17.939,84.9,3.38427,-5.51637,35.253,39.649,47.059,16.124,38.09,18.006,0.996,101.706,0.825,51.2,32.563,357.759,333.563,13.725,41.48
D54AA235,Crankshaft Position Sensor Failure,4512.9,42.9,8.0,27.51,25.616,0.0,3.29221,42.23598,40.988,39.398,47.059,23.583,35.061,18.211,0.929,100.221,2.378,33.7,254.1,243.389,362.41,37.094,14.106
01E1071A,Alternator Failure,5044.7,819.6,38.3,7.481,35.111,83.6,2.61972,-0.0801,30.672,61.537,57.622,16.566,35.46,10.862,1.007,100.61,4.012,33.4,17.017,509.853,294.832,11.478,75.067
5F81267D,EVAP System Fault,6049.6,1355.8,35.1,14.857,44.666,65.1,5.61165,5.73526,33.59,41.477,47.059,22.57,32.379,24.18,1.002,100.0,0.0,49.4,23.056,473.732,522.4,13.992,0.0
6C60FC6E,Thermostat Stuck Open,7139.7,643.2,1.3,20.228,23.211,49.0,-7.18318,-9.78556,59.825,53.633,54.455,19.294,33.734,19.364,1.071,101.762,2.442,45.5,25.502,424.017,293.176,13.749,1.495
B655E6D5,Thermostat Stuck Open,2804.4,674.4,25.0,21.461,55.537,42.2,-12.25072,-13.77788,54.08,38.805,53.919,26.286,31.765,20.451,1.076,100.0,0.0,38.1,21.703,402.944,277.371,13.9,0.0
94B74D4F,Engine Overheating,1517.0,1641.8,14.1,20.565,53.198,113.9,0.55523,1.41983,53.998,47.324,47.059,26.818,32.783,19.487,1.124,100.381,4.675,49.0,0.358,538.891,376.617,13.831,0.0
96CFD929,Crankshaft Position Sensor Failure,3374.9,33.6,31.5,20.537,18.684,-5.1,-0.47315,67.39305,23.419,53.871,47.588,20.529,41.211,17.35,1.226,100.399,0.0,53.8,246.692,545.682,424.565,83.789,68.158
F1B93E47,Healthy,4712.9,1951.5,20.9,24.064,47.37,81.6,4.3362,-2.32647,52.198,50.705,52.142,18.123,38.41,19.711,0.994,101.132,3.845,35.4,16.622,386.55,353.389,14.058,0.0
08F0AE70,O2 Sensor Failure,427.1,1354.6,52.5,25.047,39.332,79.6,15.73436,35.5214,39.381,53.54,50.183,16.078,31.765,17.815,0.917,100.686,3.124,52.8,-3.746,283.83,231.896,13.686,34.526
E5BFA639,Throttle Body Fault,1877.7,1127.9,24.3,45.146,22.984,91.0,3.65814,-7.08491,54.289,9.731,33.223,18.562,31.765,11.745,1.001,100.0,3.099,42.1,17.346,489.924,414.499,13.859,38.027
7643E679,MAP Sensor Failure,22.9,1819.3,30.2,20.87,39.311,88.6,2.00944,20.01511,37.501,54.677,55.999,17.877,37.914,22.827,1.012,100.0,1.601,40.7,2.825,630.462,472.096,13.849,30.275
94C70D12,Healthy,660.6,1195.7,15.2,17.552,22.969,74.4,-0.20918,1.54224,32.354,37.972,49.588,16.959,40.381,17.307,1.017,100.133,0.0,44.1,15.115,571.962,130.96,13.636,0.0
F354F6EB,Engine Overheating,4208.2,1486.9,55.7,18.292,16.65,135.8,-0.99834,-1.61627,32.812,30.033,50.875,17.191,36.734,16.39,1.095,100.682,1.101,40.9,-2.724,592.574,414.195,13.854,47.194
812EAE39,Healthy,1074.9,68.9,5.7,19.078,35.327,82.8,-1.41457,1.14864,52.233,67.056,51.56,16.727,33.176,23.085,1.002,100.304,8.851,45.0,3.333,448.236,331.558,13.74,31.493
B5F6F937,Transmission Slip,2113.2,3256.9,0.0,22.388,89.801,91.0,5.4688,-1.28435,43.796,47.129,52.936,18.928,34.215,20.875,0.976,100.694,0.0,47.0,19.6,644.9,123.117,13.864,75.245
A25D0E35,Alternator Failure,5726.1,2024.9,35.2,18.489,30.84,53.2,-1.30631,0.25292,49.225,34.816,47.059,20.522,39.51,20.616,1.014,100.928,7.164,41.6,6.033,390.106,108.0,12.277,74.379
4628C08C,Alternator Failure,540.7,1599.4,35.4,30.208,41.698,86.3,0.66579,1.61206,18.0,54.332,47.059,16.078,31.765,8.906,0.989,100.0,3.715,40.6,8.196,503.634,207.52,11.717,2.265
7BDCA127,Healthy,356.2,522.5,7.5,22.31,3.348,81.1,2.45553,-2.59328,40.729,43.975,52.902,17.435,40.505,19.69,0.998,100.985,3.353,45.3,11.135,366.174,159.701,14.066,100.0
EACF4019,Alternator Failure,6977.1,1018.4,35.5,16.484,50.983,59.1,0.13884,-3.58009,53.404,43.829,47.793,17.46,38.408,28.402,0.993,101.075,2.525,31.5,13.012,425.886,406.843,12.002,5.118
FDA9A1E6,O2 Sensor Failure,348.7,604.9,35.5,21.135,15.493,91.0,11.34101,37.95201,33.61,52.884,57.196,20.953,42.553,20.431,0.902,100.785,5.096,39.9,5.551,643.179,444.394,13.25,9.781
78DC2E45,Transmission Slip,6105.4,4285.3,0.0,25.049,93.112,57.6,-1.5625,1.46466,61.967,89.412,50.113,16.078,33.664,21.825,0.943,100.345,4.837,44.7,6.461,636.137,258.459,13.555,11.597
5F4C7CCC,Throttle Body Fault,3279.7,1368.0,38.9,0.0,69.438,77.9,0.66326,3.40408,18.0,34.17,71.791,18.14,32.509,28.522,0.997,100.14,5.002,53.8,-5.165,456.478,200.832,13.647,0.0
6FEF5665,Thermostat Stuck Open,872.0,1490.3,2.5,18.761,50.646,42.0,-4.60707,-9.87647,48.508,45.548,52.249,17.814,33.253,17.817,1.11,101.51,4.355,39.6,17.722,417.115,287.999,13.838,53.976
07E2BFD6,Transmission Slip,5448.0,1778.4,16.8,22.5,98.308,65.0,4.28525,2.26534,35.865,60.476,58.45,26.073,35.771,18.363,0.946,100.602,4.889,34.6,1.989,504.589,416.458,13.496,73.972
D2DE44BE,EVAP System Fault,4376.1,1079.9,0.0,18.246,32.214,91.0,5.8158,-3.70567,52.363,49.211,53.819,21.706,40.049,19.998,1.003,100.0,0.0,37.7,12.773,611.053,399.622,13.84,0.0
FC448BD7,Engine Overheating,6394.5,1311.1,35.9,21.201,15.068,129.1,4.30503,-1.35624,18.0,45.097,48.213,16.078,31.765,17.966,1.088,100.324,0.0,44.1,-0.49,572.585,400.202,13.447,52.794
6A8764A0,EVAP System Fault,6441.1,1192.6,0.0,16.526,25.471,84.2,4.12795,-13.117,41.633,33.89,49.269,19.451,34.568,20.317,0.983,101.305,3.925,27.9,22.411,439.897,495.702,13.852,0.0
F3854640,Engine Overheating,5500.1,1295.6,0.0,17.581,29.077,132.0,1.49789,0.72126,25.315,13.11,56.348,24.622,31.889,19.837,1.165,100.086,1.02,42.2,-8.198,563.091,393.557,14.13,0.0
D6A101D1,O2 Sensor Failure,5089.1,1799.0,66.9,18.102,22.298,91.0,17.42469,29.53335,33.444,23.887,50.231,19.461,37.211,20.762,0.824,101.322,4.259,33.7,12.506,430.653,254.264,13.374,40.5
5B5AFD86,O2 Sensor Failure,4562.8,1487.8,0.0,15.665,53.041,85.5,21.32174,40.41454,23.261,12.039,51.039,16.078,31.765,19.214,0.884,102.0,0.0,37.1,5.252,512.411,343.896,14.103,21.549
FC06ADF7,Transmission Slip,1994.4,3827.6,0.0,17.634,97.816,70.6,4.23446,-3.02241,27.22,67.142,49.592,20.617,38.831,16.808,0.931,101.006,0.708,42.3,-10.0,549.735,328.263,13.618,33.038
D94EBD4C,O2 Sensor Failure,2169.9,944.3,10.9,19.227,25.334,91.0,13.03803,41.23416,42.614,58.014,50.623,16.755,31.765,16.524,0.927,100.618,3.944,48.4,6.407,457.059,279.88,13.815,16.357
48B697D5,Throttle Body Fault,5723.9,603.6,22.5,35.353,14.825,66.3,-0.82979,-1.56339,19.577,57.157,40.036,16.817,36.454,22.639,1.004,101.45,3.611,49.2,11.476,433.127,239.692,13.974,0.0
617AE064,Crankshaft Position Sensor Failure,3711.4,50.5,20.1,25.575,17.718,-2.7,2.60961,92.26172,23.518,50.404,57.499,22.568,38.092,27.424,0.769,102.0,1.602,44.1,236.249,521.952,198.642,49.84,0.0
D8953F1F,Alternator Failure,6033.5,1065.0,25.5,11.419,39.02,60.2,1.188,3.56723,32.745,8.627,49.342,21.812,34.212,14.332,0.999,100.989,1.47,37.4,3.334,582.577,398.566,11.774,36.26
48209556,EVAP System Fault,4745.0,1438.2,18.2,17.172,16.611,80.0,6.83111,-13.18625,49.181,34.475,58.732,20.577,39.127,16.645,0.993,100.0,2.473,45.2,34.0,570.226,226.555,13.788,0.0
6D711E93,Crankshaft Position Sensor Failure,894.8,60.7,44.3,19.382,10.121,-2.8,0.61698,47.58511,65.057,74.545,54.146,17.885,31.765,17.746,1.004,100.356,3.972,43.4,568.275,472.285,428.686,78.06,69.062
F549A9D1,Alternator Failure,498.0,435.9,28.5,25.916,32.47,86.3,5.46764,-2.08326,41.379,29.961,57.038,21.426,34.33,18.117,1.007,101.177,1.742,35.8,28.507,504.651,390.893,11.457,0.0
47FC768E,Throttle Body Fault,1346.2,979.8,26.1,44.18,17.226,86.1,1.84628,-7.23101,21.56,71.808,25.54,16.078,34.184,11.676,1.005,100.269,2.169,52.2,11.824,475.63,355.958,13.886,82.161
F38B2936,Engine Overheating,4415.7,988.5,32.5,17.758,40.079,118.8,2.4082,-3.33372,59.406,34.072,52.872,17.049,35.974,23.951,1.162,100.882,2.414,35.4,-1.214,538.389,376.265,13.288,15.874
EC311FC6,Transmission Slip,2239.3,3106.0,23.7,25.526,89.006,51.5,1.19538,1.78589,55.869,40.155,49.934,17.819,38.319,18.746,0.953,101.269,0.311,37.3,1.407,335.629,174.056,13.871,50.376
04B85D94,Transmission Slip,494.9,3922.9,10.4,17.037,95.068,69.4,4.83353,0.4245,24.905,38.238,49.254,20.049,34.043,13.333,0.973,102.0,0.0,55.0,3.417,600.448,462.499,13.877,62.47
21F3EC4A,Transmission Slip,2992.7,1902.0,8.4,18.31,91.681,59.0,1.29041,0.00771,32.454,61.259,47.059,26.298,31.765,17.836,0.962,102.0,0.0,49.2,3.899,474.91,223.611,13.761,30.58
A905890F,Healthy,1193.8,1424.3,39.4,23.451,39.787,76.7,4.3063,1.10845,39.088,34.18,47.059,16.078,40.122,21.78,0.982,100.209,4.468,34.7,-8.391,408.121,185.387,13.975,52.084
4CEAE50C,Thermostat Stuck Open,524.9,1088.2,27.4,22.625,29.938,63.0,-7.0582,-14.6734,22.929,43.893,54.015,21.423,33.955,16.447,1.133,100.0,1.603,48.1,9.177,436.354,302.428,13.494,2.916
8F6B78E8,O2 Sensor Failure,2716.4,702.5,20.8,21.298,61.868,63.7,14.56736,43.91213,29.222,52.068,53.379,20.26,31.765,18.39,0.899,100.46,0.0,44.8,17.376,571.376,191.03,13.385,23.346
E6E1B8C0,EVAP System Fault,4543.1,992.7,54.7,16.025,39.356,84.4,4.17793,2.28577,50.186,57.127,47.059,16.088,37.039,24.819,1.019,100.0,0.0,40.8,3.867,557.058,368.025,13.574,0.0
B0CAF23B,Crankshaft Position Sensor Failure,325.4,27.6,26.4,21.534,12.669,-6.3,1.67826,38.51542,47.073,68.343,48.162,19.153,36.579,17.04,0.858,100.567,5.454,31.4,271.08,556.136,377.452,23.057,0.0
031EF3FF,Engine Overheating,1803.7,1222.9,33.2,20.622,41.507,118.4,3.26819,-0.13507,18.488,34.782,50.468,20.7,34.867,18.846,1.112,101.638,2.732,40.8,-6.887,531.055,371.132,13.933,37.124
046201C9,Alternator Failure,4094.4,1294.1,20.1,11.654,32.068,91.0,3.13278,-4.95292,18.0,65.821,47.059,16.078,31.765,27.367,0.993,100.324,3.981,36.9,18.054,531.171,284.779,10.618,35.812
15E23032,Crankshaft Position Sensor Failure,1847.7,55.8,18.3,19.603,17.489,-5.9,2.00001,34.10496,29.198,35.36,52.029,19.933,41.744,17.192,0.879,101.497,0.0,41.3,384.337,524.651,144.983,66.92,0.0
F0150FA0,Transmission Slip,2294.3,1606.6,26.8,20.224,98.127,72.9,-0.07022,8.31077,30.521,77.676,47.059,22.439,31.765,19.116,0.947,101.07,0.129,47.0,-8.903,615.063,284.727,13.556,0.0
3CB9D393,O2 Sensor Failure,756.7,733.2,34.7,15.639,32.132,81.4,15.81938,29.88445,53.683,36.14,55.453,16.936,37.211,23.568,0.912,101.704,4.821,45.6,-3.081,397.99,242.192,13.818,17.063
